"ERR1017187_soil_tundra_soil_tundra"	"ERR1019366_soil_tundra_soil_tundra"	"ERR1022687_soil_tundra_soil_tundra"	"ERR1034454_soil_tundra_soil_tundra"	"ERR1035437_soil_tundra_soil_tundra"	"ERR584320_labcontam_rmhuman_labcontam_rmhuman"	"ERR584333_labcontam_rmhuman_labcontam_rmhuman"	"ERR584341_labcontam_rmhuman_labcontam_rmhuman"	"ERR584348_labcontam_rmhuman_labcontam_rmhuman"	"SRR6877300_human_calculus_human_calculus"	"SRR6877340_human_calculus_human_calculus"	"SRR6877350_human_calculus_human_calculus"	"SRR6877370_human_calculus_human_calculus"	"SRR6877399_human_calculus_human_calculus"	"SRS011271_human_gut_human_gut"	"SRS015650_human_plaque_human_plaque"	"SRS018656_human_gut_human_gut"	"SRS018665_human_plaque_human_plaque"	"SRS018975_human_plaque_human_plaque"	"SRS019387_human_plaque_human_plaque"	"SRS019397_human_gut_human_gut"	"SRS023526_human_gut_human_gut"	"SRS023538_human_plaque_human_plaque"	"SRS051031_human_gut_human_gut"	"SRS727524_human_skin_human_skin"	"SRS728264_human_skin_human_skin"	"SRS728285_human_skin_human_skin"	"SRS728312_human_skin_human_skin"	"SRS728355_human_skin_human_skin"	"Unknown"
"G0028_gorilla_calculus"	0.0403018438032029	2.08619771659854e-05	8.36212550246448e-32	1.21860021494958e-31	7.99600404160584e-08	1.57648506033277e-19	0.0833135071421195	1.10123067171065e-29	1.68501864478626e-46	1.05063246809032e-15	1.43449892088337e-09	0.208880583715231	1.10647211017585e-20	0	0	2.21984934496609e-20	0	0.140610340213258	5.81868630945165e-23	1.84024217415941e-09	0	0	4.90072961662135e-24	0	2.60819004721248e-07	4.29797754296435e-33	4.68066766328898e-05	0.118446436258007	7.31411774762684e-12	0.408379276153281
"G0031_gorilla_calculus"	7.32654947490814e-06	5.06702858835534e-69	4.29848952771698e-18	4.17599210666779e-34	3.83060471909494e-07	0	0	0	0	0	0.116776616100127	2.11646572808778e-34	0.0865536078741619	5.48400305152557e-13	1.8420149094367e-12	0	0	1.10568643474457e-27	0	0	6.41692126008228e-36	0	1.95585985342271e-06	0	0.0250931713412352	5.94065041924152e-11	0.122063008137676	0.086890781281828	1.47361120473806e-34	0.562613149733375
"G0033_gorilla_calculus"	0.0338117645998181	2.69686117395303e-08	4.45537795308528e-20	0.304600646103478	0.151045564971621	9.14641391289168e-10	0.036628454172366	3.52260627406368e-12	5.73939288073796e-22	6.42900455176231e-15	6.8878797040857e-20	0.0522313212455085	3.89795211743024e-08	3.48041165273619e-24	0	6.00937470979094e-16	0	0	0.000265873752096551	4.45903803278588e-09	0	0	1.15626864949025e-09	0	6.33794100409785e-11	0.039063363372862	4.0662213740454e-20	0	1.80090208719093e-20	0.38235293923726
"G0034_gorilla_calculus"	7.85994265974636e-07	0.000136072944018314	0.000203947508812058	0.0250537912495844	0.0297938714564663	0	1.31686274093387e-11	9.08957756784149e-10	0	5.11090975282777e-24	6.1398155829724e-10	0.108157100106932	2.19969901315192e-06	5.86411785356226e-11	8.66859483440299e-30	1.39062835983283e-06	2.64814230587158e-08	5.36131534188134e-18	9.96977689287123e-09	0.050825686941314	0	0	0.00803936277144117	0	0.0740206940011648	7.45471487743372e-30	8.66339208410947e-08	1.26536847120788e-07	5.83473024493917e-09	0.70376483964718
"G0036_gorilla_calculus"	0.0409279694907607	1.92295480310968e-06	0.0645161290320891	3.66572609825332e-15	0.04093063338464	8.49113991905558e-13	2.69698847526681e-15	0.110066303771833	1.68369426050768e-16	0.0430363673909644	0.220146895092242	0.032258064516129	2.93567362659761e-08	1.98571623341709e-21	2.0656403968965e-29	2.66358524590234e-07	0.0369269784569306	0.0886068617289341	1.0077954923664e-09	1.01984210360537e-10	0	0	3.58583834218287e-07	5.74885289634443e-07	0.064516129032427	6.9471197782208e-15	1.41144733686175e-47	3.99615249377454e-24	1.05587078043052e-20	0.25806451485322
"Gb1wash_gorilla_calculus"	0	0	0.00397087541419525	0	0.03125	0	0	0	0.000547043692830069	0.00271636789090611	0.0165682233220977	0.00876795701825223	0.0120674497079203	0.0849820429817478	0.0223939579638157	0.0500504450264733	0	0.318322268391562	0.111906602271529	0.00223161905778481	0	0.00431341228258925	0.173708146715903	0	0.00402650850755304	2.75858828575744e-06	0.00454262975359507	0.0319004017217209	0.0219812896912388	0.09375
"Gb2wash_gorilla_calculus"	0	0	0	0	0	0.00194174995980043	2.22709316431656e-05	0	0.000721153277482669	0.0765410267358735	0.0549987061954954	4.94869932046832e-06	0.00314834749676599	0.000361975323914451	0	0.233331253928523	0	0.0994277615299862	0.150613706465776	0.0221411339437077	0	0.00636168514114697	0.0675034020328965	0.00529328240604219	0	0.0001183928867587	0.000645458512809184	0.0111480662649785	0.206852148855314	0.0588235294117647
"GDC002_gorilla_calculus"	4.79176610737292e-07	6.28759397085573e-18	0.0570475607277112	6.78078797456845e-10	5.94266240578802e-17	0.00202824896389597	0.000738178792544199	0.0339009701911853	1.26244604896811e-11	6.02406510575815e-12	0.053194797834369	0.195990943463669	0.0289219357411065	7.06765028980184e-12	0	7.14194033259009e-17	8.92223469521842e-09	0	4.36853404133066e-09	6.25439128982272e-23	0	0	2.5904006224866e-25	2.68459679574641e-12	0.114519407032505	1.39435767253551e-09	1.90638119155327e-21	0	0	0.513657462684797
"GDC004_gorilla_calculus"	3.87913972208642e-07	0	1.60872759164949e-08	1.31250005175982e-06	2.24960783594223e-10	0	1.03883413983356e-15	0	7.76562515866733e-16	0	2.85620853903805e-06	0	4.09556624157288e-11	0.097487489315138	0	0	1.28743068103326e-06	0.040373719551406	0	0	0	1.5837938739495e-05	1.37849060890093e-05	0	2.13126085606403e-05	0	1.46631186628688e-05	0	0	0.862067332154966
"GDC005_gorilla_calculus"	7.75016680630719e-07	0.0630634669982717	0.0949968510936013	0.0722278155558126	0.00747055222650986	0.0427995924491866	2.71593159503896e-11	6.27991320016426e-08	5.58395725613807e-12	0.0857320075230553	4.07952138151886e-12	0.00545835223833457	4.88744917982132e-05	2.64115370166638e-10	0.0425767225748715	1.29325009162459e-08	8.57786855548285e-10	9.95027472886993e-18	2.15327380422443e-09	0.000252898071529936	0	2.07182090573138e-06	0.000622888120655751	6.70195910587358e-09	0.000206774414086304	0	0.0830247395874286	4.04595520114851e-11	0.17893488686993	0.32258064516129
"LOB001_gorilla_calculus"	0	0.0487642909690638	0.0100237225846959	0.0501943197864953	0.0230808258939477	0.00254259411799508	0.000101093751943266	0	0.0319525919867167	0.00173641809087744	0.0687644149123357	0.0185298813367077	0.0333671835723465	6.59801973858332e-05	0	0.00156887012287359	0.00158552226654886	0.00426484293495251	0.0580127671089761	0.0187551880922948	0	0.000133653084192731	0.0336060304863927	0.00337454303413613	0.0369176485197279	0	0.0131452531309287	0.000113314222258781	0.0374668967251343	0.501932153071072
"MTK001_gorilla_calculus"	1.99394247087828e-06	0	0	0	1.35372193638889e-15	5.69676322934173e-06	4.37357647253054e-16	0.0303017750041851	1.0430129544693e-18	1.73156290927966e-10	0.0501213393485986	1.70202186889328e-05	0.0493837828905321	2.62731884992354e-44	0	0.000372229346812674	0	0.608936589012813	7.59741480182837e-06	1.10540110661843e-05	0	0	0.129129541997322	0	3.8260226991005e-26	2.47613989183067e-11	0.0392576904746589	8.35712026098551e-18	0.00154459846780943	0.0909090909090909
"MTM001_gorilla_calculus"	1.03613306454118e-06	0.0356149151720334	3.19971969321844e-06	3.26149982625184e-11	1.05564697187087e-05	0	8.87997780455651e-17	0	0	8.99057994049225e-05	6.76992637339784e-07	0.000605510693497475	0.0166662795171846	0.120946821207192	0	0.0516744466952974	0	0.124241112859093	0.00231419245880066	0.0232678035739394	0	0	0.566023779249052	0	0.0585089547695536	1.7078173814429e-45	3.08086569439026e-05	1.91180753737622e-13	8.65330837861718e-14	0
"MTM002_gorilla_calculus"	0.0457170840683915	2.39127386665582e-07	0.374840392105838	0.0338542803125232	1.74017404813133e-14	0	4.09559514760663e-56	0.0306197112809451	4.93848356613718e-89	1.27646881139824e-06	3.09945832714969e-05	5.91635036804975e-31	0	1.21503662598935e-147	0	0.0379505240467347	0	0.00075242268357231	5.01252352252204e-14	1.0724449090875e-56	0	9.64913497078459e-42	0.0925614495631181	0	0.19617162575934	0	1.07637765511795e-17	6.52087939887531e-75	3.32568327578382e-147	0.1875
"MTM004_gorilla_calculus"	2.25608483816854e-07	0.0340946432848246	0	6.84213069021464e-06	0.205049260577291	1.16856878254455e-09	1.49528236643901e-06	0	0.00365962457720276	5.31112670982523e-07	0.0624214571559677	0.000322330163529387	0.00207668499742471	0.0259172540658946	1.85981505423875e-08	0.135491773691974	0.03988081181287	0.189784586747072	2.1700615957723e-06	3.47239848186159e-08	2.38262305033196e-05	0.00240668399026875	0.0412928377347794	7.01830593515842e-06	0.110479978563257	1.44373794825674e-05	5.33092813952104e-06	2.30026732280388e-09	1.31527739382117e-06	0.147058823529412
"MTM005_gorilla_calculus"	1.11463658643608e-08	4.76196654066277e-07	1.57297846735276e-09	6.81699063431444e-09	5.62692246858814e-09	0.00104485372796535	0	0	0.000318584679044887	3.89884241489857e-06	8.32584593804974e-05	9.69790064157869e-07	3.55032533327668e-07	1.76777259490669e-09	0	0.133052566762245	0	0.123915834153886	1.84786966387064e-06	0.00454929502814626	0	0	0.708431683661783	0	5.78837366927221e-18	0	0	2.48400279319113e-05	8.02658279088217e-08	0.0285714285714286
"MTM006_gorilla_calculus"	0.168346899223715	7.01717471000094e-12	0.0487540328944286	0	1.10094899302168e-34	4.75719517308377e-32	7.16765003271342e-11	3.12594163816684e-07	1.68664273897764e-54	2.10477137254793e-14	2.80743604200467e-41	3.28876658365032e-67	1.36846520382303e-05	7.89802335160606e-41	3.68327712986704e-16	1.49664905326868e-07	0.00480263136921105	0.000637228920919945	6.49273886551278e-18	8.17235703993903e-14	0.0249425049636934	3.69349454437472e-10	0.374959501645961	2.44314031407093e-12	3.72977903437634e-11	1.89624488164662e-20	9.6542340995982e-29	5.14916961933853e-43	5.87912111653917e-20	0.377543053583076
"MTM008_gorilla_calculus"	0.0392722846092299	0.019551244794457	1.40674386446298e-12	1.11880726795056e-12	1.69686552072266e-12	0	0	0	0	2.9836949235681e-08	2.59323446508908e-14	1.67696959969388e-36	3.72086155581646e-12	3.15180601797118e-13	0	1.27516467104172e-06	0	0.220272787529037	1.54433871852577e-11	1.20532101330177e-05	0	0	0.630642931979843	0	0.0298824678399994	3.51996644981437e-36	0.00154139556854045	1.64581047515619e-29	3.16474253751566e-11	0.0588235294117647
"MTM009_gorilla_calculus"	3.496506624239e-07	0.0235608778913617	0.00013117497588415	0	1.54116202764147e-11	0.000448545099843784	0.0435710556834759	0.0583952426235776	0.00506500497929653	0.0110602415666662	1.21949016229612e-07	9.04975269150951e-14	0.0213495623286637	2.16575851925608e-09	2.36928591699674e-11	1.43022037215727e-05	0	0.0865637198602286	0.000293847811221916	4.306735947344e-09	0	0	0.0958109068768799	0	0.000469119477800147	0.0472259121041892	0	3.82849886355198e-14	7.20844266243107e-14	0.60604000840571
"MTM010_gorilla_calculus"	4.32553770465844e-07	0.0217144134990007	2.39696749641424e-08	0.0888713439062836	1.87622110883004e-07	0.0484853075498582	0.000132915909947923	0	3.95557760353737e-12	2.11108733172315e-06	0.0364883224738329	0.0422986414006855	0.058127868223243	0.00440527868258008	4.13976003604741e-14	0.0120318626335268	0.042190680415587	0.0745078899863748	0.00695892617463319	0.0363142434491115	0	3.18775088425073e-10	2.89059418770039e-05	1.15659238931854e-05	0.0428579717150285	0	4.40239778094186e-12	7.03751783232271e-08	0.000102441224471798	0.484468594954824
"MTM011_gorilla_calculus"	0.0294117647058824	4.48435898907501e-05	0.00232751431388722	0	0.0294117647058824	0	0	0	0	0.0328799035523717	0.0736693359051026	0.00750394656141774	0.0329158743698054	0	0.00101083633031288	0.00429359505741389	0.00245132611838472	0.368304180236563	0.0241960215362239	0.0344978464967882	0	0	0.169975238121873	0	0	0	0.0393109250799629	0	0.0301480244947075	0.117647058823529
"MTM012_gorilla_calculus"	0.118800492505862	0.081004394514174	2.51068225304899e-06	6.69906417064672e-26	4.37883578203236e-83	2.25814189143847e-78	5.94285405019298e-50	6.19283827902668e-33	2.88873226675661e-47	6.93554620211853e-22	4.21321009583938e-31	1.60568774788186e-14	4.28857668595395e-89	5.50263994967041e-84	2.94944606263153e-57	0.000236841603685266	0.0462854955847497	3.14035356572686e-122	0.189312895386612	0.185661884019912	1.658953614743e-105	8.61576990306443e-106	8.6202989536093e-40	2.87565016136805e-11	0.0250783447468734	5.86603462321839e-92	0.0854992426857181	2.99959280817634e-34	2.24925261181186e-100	0.268117898241388
"MTM013_gorilla_calculus"	6.02676472892708e-07	4.84688673587515e-05	0	2.55475970818813e-09	0	0	8.93433109965729e-17	0.0322574948306745	0	2.49614267472914e-08	0.123691658804013	2.02149544126519e-10	3.04321391637895e-20	1.08956429940347e-13	0	0.0131946103544927	1.63852900533035e-29	0.393695433787868	4.94851841267715e-09	0.000481095275180358	0	0	0.105817645453358	0	0.00823232640267994	0	0.032258064516129	6.53775577894834e-18	1.87106665031875e-08	0.290322547654143
"MTS001_gorilla_calculus"	1.63255647020762e-06	0.0363564545513761	0.0676600172485076	0.0908184833962954	2.37370893411528e-08	0	0	0	0	0.0534183861232553	2.80153636624508e-08	5.2977760884688e-23	1.21517059620332e-06	3.91519934295204e-08	0	0.0656101635191229	2.17010548851108e-05	0.205443871859123	2.50137009217862e-17	9.48426586800319e-08	0	4.56978016883557e-15	0.014784859537612	0	5.3691721276613e-23	3.77530925216283e-23	0.0455364830011124	0	1.19641186539136e-33	0.420346546234534
"MTS002_gorilla_calculus"	1.09981006855025e-06	4.58924941809808e-09	0.00143062126104323	4.84429218678118e-10	0.0665438043004814	0	1.93436596175531e-21	0.00143160597179104	0	2.36323707940624e-12	0.0332086447738735	0.0852160983497548	1.86693023679146e-08	9.44301859455647e-35	0	0.00597177177601978	0.0508989886445342	0.018501978539768	7.95890804509259e-10	2.79460985074394e-05	0	0	0.64566691512863	0	8.88309535585311e-21	0.0298504581238301	1.66381251190316e-10	0.00234890365565314	7.76094466633668e-05	0.0588235294117647
"MTS003_gorilla_calculus"	1.55154086414389e-06	2.99603432808447e-07	0.0602196012129609	0.0288871423061567	2.33643481319016e-18	0.0318596968935172	0	0.0563755806852211	1.65389087685355e-08	3.68186314549034e-18	1.41564273765562e-29	0.0228228525222296	6.65599705821902e-11	6.39039144573854e-07	0	0	0.0294106096191455	0	1.87504627856493e-21	8.57302830785819e-07	0	6.94325249796686e-10	0.00134787131383279	0	0.110849033200929	2.17546054676454e-18	0.0158018983315488	1.76827238154469e-21	0	0.642422349128392
